Date,Time,State,Group,Unit,Sales,Sales_Outlier,Numerical_Time,Numerical_State,Numerical_Group,Sales_Range
2020-10-01,Afternoon,VIC,Seniors,0.47619047619047616,0.47619047619047616,False,0.5,0.5,1.0,75%-100%
2020-10-01,Evening,VIC,Kids,0.3968253968253968,0.39682539682539686,False,1.0,0.5,0.0,75%-100%
2020-10-01,Evening,VIC,Men,0.6507936507936508,0.6507936507936508,False,1.0,0.5,0.3333333333333333,75%-100%
2020-10-01,Evening,VIC,Women,0.7619047619047619,0.7619047619047619,False,1.0,0.5,0.6666666666666666,75%-100%
2020-10-01,Evening,VIC,Seniors,0.6666666666666666,0.6666666666666666,False,1.0,0.5,1.0,75%-100%
2020-10-01,Morning,QLD,Kids,0.2857142857142857,0.2857142857142857,False,0.0,0.6666666666666666,0.0,50%-75%
2020-10-01,Morning,QLD,Men,0.25396825396825395,0.25396825396825395,False,0.0,0.6666666666666666,0.3333333333333333,50%-75%
2020-10-01,Morning,QLD,Women,0.20634920634920634,0.20634920634920637,False,0.0,0.6666666666666666,0.6666666666666666,50%-75%
2020-10-01,Morning,QLD,Seniors,0.19047619047619047,0.1904761904761905,False,0.0,0.6666666666666666,1.0,25%-50%
2020-10-01,Afternoon,QLD,Kids,0.25396825396825395,0.25396825396825395,False,0.5,0.6666666666666666,0.0,50%-75%
2020-10-01,Afternoon,QLD,Men,0.1111111111111111,0.1111111111111111,False,0.5,0.6666666666666666,0.3333333333333333,25%-50%
2020-10-01,Afternoon,QLD,Women,0.12698412698412698,0.12698412698412698,False,0.5,0.6666666666666666,0.6666666666666666,25%-50%
2020-10-01,Afternoon,QLD,Seniors,0.19047619047619047,0.1904761904761905,False,0.5,0.6666666666666666,1.0,25%-50%
2020-10-01,Evening,QLD,Kids,0.14285714285714285,0.14285714285714285,False,1.0,0.6666666666666666,0.0,25%-50%
2020-10-01,Evening,QLD,Men,0.06349206349206349,0.06349206349206349,False,1.0,0.6666666666666666,0.3333333333333333,0-25%
2020-10-01,Evening,QLD,Women,0.047619047619047616,0.047619047619047616,False,1.0,0.6666666666666666,0.6666666666666666,0-25%
2020-10-01,Evening,QLD,Seniors,0.2698412698412698,0.2698412698412698,False,1.0,0.6666666666666666,1.0,50%-75%
2020-10-01,Morning,NSW,Kids,0.5873015873015873,0.5873015873015873,False,0.0,0.8333333333333333,0.0,75%-100%
2020-10-01,Morning,NSW,Men,0.23809523809523808,0.23809523809523808,False,0.0,0.8333333333333333,0.3333333333333333,50%-75%
2020-10-01,Morning,NSW,Women,0.5079365079365079,0.5079365079365079,False,0.0,0.8333333333333333,0.6666666666666666,75%-100%
2020-10-01,Morning,NSW,Seniors,0.3333333333333333,0.3333333333333333,False,0.0,0.8333333333333333,1.0,50%-75%
2020-10-01,Afternoon,NSW,Kids,0.6031746031746031,0.6031746031746031,False,0.5,0.8333333333333333,0.0,75%-100%
2020-10-01,Afternoon,NSW,Men,0.4444444444444444,0.4444444444444445,False,0.5,0.8333333333333333,0.3333333333333333,75%-100%
2020-10-01,Afternoon,NSW,Women,0.4444444444444444,0.4444444444444445,False,0.5,0.8333333333333333,0.6666666666666666,75%-100%
2020-10-01,Afternoon,NSW,Seniors,0.5396825396825397,0.5396825396825397,False,0.5,0.8333333333333333,1.0,75%-100%
2020-10-01,Evening,NSW,Kids,0.31746031746031744,0.31746031746031744,False,1.0,0.8333333333333333,0.0,50%-75%
2020-10-01,Evening,NSW,Men,0.4126984126984127,0.41269841269841273,False,1.0,0.8333333333333333,0.3333333333333333,75%-100%
2020-10-01,Evening,NSW,Women,0.4444444444444444,0.4444444444444445,False,1.0,0.8333333333333333,0.6666666666666666,75%-100%
2020-10-01,Evening,NSW,Seniors,0.31746031746031744,0.31746031746031744,False,1.0,0.8333333333333333,1.0,50%-75%
2020-10-01,Morning,TAS,Kids,0.1746031746031746,0.1746031746031746,False,0.0,1.0,0.0,25%-50%
2020-10-01,Morning,TAS,Men,0.06349206349206349,0.06349206349206349,False,0.0,1.0,0.3333333333333333,0-25%
2020-10-01,Morning,TAS,Women,0.015873015873015872,0.015873015873015872,False,0.0,1.0,0.6666666666666666,0-25%
2020-10-01,Morning,TAS,Seniors,0.09523809523809523,0.09523809523809523,False,0.0,1.0,1.0,0-25%
2020-10-01,Afternoon,TAS,Kids,0.07936507936507936,0.07936507936507937,False,0.5,1.0,0.0,0-25%
2020-10-01,Afternoon,TAS,Men,0.06349206349206349,0.06349206349206349,False,0.5,1.0,0.3333333333333333,0-25%
2020-10-01,Afternoon,TAS,Women,0.14285714285714285,0.14285714285714285,False,0.5,1.0,0.6666666666666666,25%-50%
2020-10-01,Afternoon,TAS,Seniors,0.12698412698412698,0.12698412698412698,False,0.5,1.0,1.0,25%-50%
2020-10-01,Evening,TAS,Kids,0.031746031746031744,0.031746031746031744,False,1.0,1.0,0.0,0-25%
2020-10-01,Evening,TAS,Men,0.12698412698412698,0.12698412698412698,False,1.0,1.0,0.3333333333333333,25%-50%
2020-10-01,Evening,TAS,Women,0.09523809523809523,0.09523809523809523,False,1.0,1.0,0.6666666666666666,0-25%
2020-10-01,Evening,TAS,Seniors,0.07936507936507936,0.07936507936507937,False,1.0,1.0,1.0,0-25%
2020-10-02,Morning,WA,Kids,0.12698412698412698,0.12698412698412698,False,0.0,0.0,0.0,25%-50%
2020-10-02,Morning,WA,Men,0.09523809523809523,0.09523809523809523,False,0.0,0.0,0.3333333333333333,0-25%
2020-10-02,Morning,WA,Women,0.1746031746031746,0.1746031746031746,False,0.0,0.0,0.6666666666666666,25%-50%
2020-10-02,Morning,WA,Seniors,0.1746031746031746,0.1746031746031746,False,0.0,0.0,1.0,25%-50%
2020-10-02,Afternoon,WA,Kids,0.12698412698412698,0.12698412698412698,False,0.5,0.0,0.0,25%-50%
2020-10-02,Afternoon,WA,Men,0.1746031746031746,0.1746031746031746,False,0.5,0.0,0.3333333333333333,25%-50%
2020-10-02,Afternoon,WA,Women,0.09523809523809523,0.09523809523809523,False,0.5,0.0,0.6666666666666666,0-25%
2020-10-02,Afternoon,WA,Seniors,0.06349206349206349,0.06349206349206349,False,0.5,0.0,1.0,0-25%
2020-10-02,Evening,WA,Kids,0.07936507936507936,0.07936507936507937,False,1.0,0.0,0.0,0-25%
2020-10-02,Evening,WA,Men,0.015873015873015872,0.015873015873015872,False,1.0,0.0,0.3333333333333333,0-25%
2020-10-02,Evening,WA,Women,0.047619047619047616,0.047619047619047616,False,1.0,0.0,0.6666666666666666,0-25%
2020-10-02,Evening,WA,Seniors,0.06349206349206349,0.06349206349206349,False,1.0,0.0,1.0,0-25%
2020-10-02,Morning,NT,Kids,0.047619047619047616,0.047619047619047616,False,0.0,0.16666666666666666,0.0,0-25%
2020-10-02,Morning,NT,Men,0.1746031746031746,0.1746031746031746,False,0.0,0.16666666666666666,0.3333333333333333,25%-50%
2020-10-02,Morning,NT,Women,0.1746031746031746,0.1746031746031746,False,0.0,0.16666666666666666,0.6666666666666666,25%-50%
2020-10-02,Morning,NT,Seniors,0.1746031746031746,0.1746031746031746,False,0.0,0.16666666666666666,1.0,25%-50%
2020-10-02,Afternoon,NT,Kids,0.14285714285714285,0.14285714285714285,False,0.5,0.16666666666666666,0.0,25%-50%
2020-10-02,Afternoon,NT,Men,0.1746031746031746,0.1746031746031746,False,0.5,0.16666666666666666,0.3333333333333333,25%-50%
2020-10-02,Afternoon,NT,Women,0.09523809523809523,0.09523809523809523,False,0.5,0.16666666666666666,0.6666666666666666,0-25%
2020-10-02,Afternoon,NT,Seniors,0.09523809523809523,0.09523809523809523,False,0.5,0.16666666666666666,1.0,0-25%
2020-10-02,Evening,NT,Kids,0.07936507936507936,0.07936507936507937,False,1.0,0.16666666666666666,0.0,0-25%
2020-10-02,Evening,NT,Men,0.1111111111111111,0.1111111111111111,False,1.0,0.16666666666666666,0.3333333333333333,25%-50%
2020-10-02,Evening,NT,Women,0.015873015873015872,0.015873015873015872,False,1.0,0.16666666666666666,0.6666666666666666,0-25%
2020-10-02,Evening,NT,Seniors,0.19047619047619047,0.1904761904761905,False,1.0,0.16666666666666666,1.0,25%-50%
2020-10-02,Morning,SA,Kids,0.19047619047619047,0.1904761904761905,False,0.0,0.3333333333333333,0.0,25%-50%
2020-10-02,Morning,SA,Men,0.1746031746031746,0.1746031746031746,False,0.0,0.3333333333333333,0.3333333333333333,25%-50%
2020-10-02,Morning,SA,Women,0.492063492063492,0.4920634920634921,False,0.0,0.3333333333333333,0.6666666666666666,75%-100%
2020-10-02,Morning,SA,Seniors,0.2698412698412698,0.2698412698412698,False,0.0,0.3333333333333333,1.0,50%-75%
2020-10-02,Afternoon,SA,Kids,0.2222222222222222,0.2222222222222222,False,0.5,0.3333333333333333,0.0,50%-75%
2020-10-02,Afternoon,SA,Men,0.2698412698412698,0.2698412698412698,False,0.5,0.3333333333333333,0.3333333333333333,50%-75%
2020-10-02,Afternoon,SA,Women,0.31746031746031744,0.31746031746031744,False,0.5,0.3333333333333333,0.6666666666666666,50%-75%
2020-10-02,Afternoon,SA,Seniors,0.4444444444444444,0.4444444444444445,False,0.5,0.3333333333333333,1.0,75%-100%
2020-10-02,Evening,SA,Kids,0.2857142857142857,0.2857142857142857,False,1.0,0.3333333333333333,0.0,50%-75%
2020-10-02,Evening,SA,Men,0.3333333333333333,0.3333333333333333,False,1.0,0.3333333333333333,0.3333333333333333,50%-75%
2020-10-02,Evening,SA,Women,0.15873015873015872,0.15873015873015872,False,1.0,0.3333333333333333,0.6666666666666666,25%-50%
2020-10-02,Evening,SA,Seniors,0.3333333333333333,0.3333333333333333,False,1.0,0.3333333333333333,1.0,50%-75%
2020-10-02,Morning,VIC,Kids,0.6349206349206349,0.6349206349206349,False,0.0,0.5,0.0,75%-100%
2020-10-02,Morning,VIC,Men,0.6984126984126984,0.6984126984126984,False,0.0,0.5,0.3333333333333333,75%-100%
2020-10-02,Morning,VIC,Women,0.7301587301587301,0.7301587301587301,False,0.0,0.5,0.6666666666666666,75%-100%
2020-10-02,Morning,VIC,Seniors,0.38095238095238093,0.38095238095238093,False,0.0,0.5,1.0,50%-75%
2020-10-02,Afternoon,VIC,Kids,0.6984126984126984,0.6984126984126984,False,0.5,0.5,0.0,75%-100%
2020-10-02,Afternoon,VIC,Men,0.5555555555555555,0.5555555555555556,False,0.5,0.5,0.3333333333333333,75%-100%
2020-10-02,Afternoon,VIC,Women,0.5396825396825397,0.5396825396825397,False,0.5,0.5,0.6666666666666666,75%-100%
2020-10-02,Afternoon,VIC,Seniors,0.3968253968253968,0.39682539682539686,False,0.5,0.5,1.0,75%-100%
2020-10-02,Evening,VIC,Kids,0.6349206349206349,0.6349206349206349,False,1.0,0.5,0.0,75%-100%
2020-10-02,Evening,VIC,Men,0.5555555555555555,0.5555555555555556,False,1.0,0.5,0.3333333333333333,75%-100%
2020-10-02,Evening,VIC,Women,0.5396825396825397,0.5396825396825397,False,1.0,0.5,0.6666666666666666,75%-100%
2020-10-02,Evening,VIC,Seniors,0.36507936507936506,0.36507936507936506,False,1.0,0.5,1.0,50%-75%
2020-10-02,Morning,QLD,Kids,0.1746031746031746,0.1746031746031746,False,0.0,0.6666666666666666,0.0,25%-50%
2020-10-02,Morning,QLD,Men,0.07936507936507936,0.07936507936507937,False,0.0,0.6666666666666666,0.3333333333333333,0-25%
2020-10-02,Morning,QLD,Women,0.15873015873015872,0.15873015873015872,False,0.0,0.6666666666666666,0.6666666666666666,25%-50%
2020-10-02,Morning,QLD,Seniors,0.2857142857142857,0.2857142857142857,False,0.0,0.6666666666666666,1.0,50%-75%
2020-10-02,Afternoon,QLD,Kids,0.12698412698412698,0.12698412698412698,False,0.5,0.6666666666666666,0.0,25%-50%
2020-10-02,Afternoon,QLD,Men,0.1746031746031746,0.1746031746031746,False,0.5,0.6666666666666666,0.3333333333333333,25%-50%
2020-10-02,Afternoon,QLD,Women,0.07936507936507936,0.07936507936507937,False,0.5,0.6666666666666666,0.6666666666666666,0-25%
2020-10-02,Afternoon,QLD,Seniors,0.12698412698412698,0.12698412698412698,False,0.5,0.6666666666666666,1.0,25%-50%
2020-10-02,Evening,QLD,Kids,0.047619047619047616,0.047619047619047616,False,1.0,0.6666666666666666,0.0,0-25%
2020-10-02,Evening,QLD,Men,0.2698412698412698,0.2698412698412698,False,1.0,0.6666666666666666,0.3333333333333333,50%-75%
2020-10-02,Evening,QLD,Women,0.1111111111111111,0.1111111111111111,False,1.0,0.6666666666666666,0.6666666666666666,25%-50%
2020-10-02,Evening,QLD,Seniors,0.12698412698412698,0.12698412698412698,False,1.0,0.6666666666666666,1.0,25%-50%
2020-10-02,Morning,NSW,Kids,0.47619047619047616,0.47619047619047616,False,0.0,0.8333333333333333,0.0,75%-100%
2020-10-02,Morning,NSW,Men,0.5238095238095238,0.5238095238095238,False,0.0,0.8333333333333333,0.3333333333333333,75%-100%
2020-10-02,Morning,NSW,Women,0.2857142857142857,0.2857142857142857,False,0.0,0.8333333333333333,0.6666666666666666,50%-75%
2020-10-02,Morning,NSW,Seniors,0.20634920634920634,0.20634920634920637,False,0.0,0.8333333333333333,1.0,50%-75%
2020-10-02,Afternoon,NSW,Kids,0.492063492063492,0.4920634920634921,False,0.5,0.8333333333333333,0.0,75%-100%
2020-10-02,Afternoon,NSW,Men,0.5555555555555555,0.5555555555555556,False,0.5,0.8333333333333333,0.3333333333333333,75%-100%
2020-10-02,Afternoon,NSW,Women,0.3968253968253968,0.39682539682539686,False,0.5,0.8333333333333333,0.6666666666666666,75%-100%
2020-10-02,Afternoon,NSW,Seniors,0.4126984126984127,0.41269841269841273,False,0.5,0.8333333333333333,1.0,75%-100%
2020-10-02,Evening,NSW,Kids,0.2857142857142857,0.2857142857142857,False,1.0,0.8333333333333333,0.0,50%-75%
2020-10-02,Evening,NSW,Men,0.5873015873015873,0.5873015873015873,False,1.0,0.8333333333333333,0.3333333333333333,75%-100%
2020-10-02,Evening,NSW,Women,0.36507936507936506,0.36507936507936506,False,1.0,0.8333333333333333,0.6666666666666666,50%-75%
2020-10-02,Evening,NSW,Seniors,0.42857142857142855,0.4285714285714286,False,1.0,0.8333333333333333,1.0,75%-100%
2020-10-02,Morning,TAS,Kids,0.031746031746031744,0.031746031746031744,False,0.0,1.0,0.0,0-25%
2020-10-02,Morning,TAS,Men,0.14285714285714285,0.14285714285714285,False,0.0,1.0,0.3333333333333333,25%-50%
2020-10-02,Morning,TAS,Women,0.015873015873015872,0.015873015873015872,False,0.0,1.0,0.6666666666666666,0-25%
2020-10-02,Morning,TAS,Seniors,0.12698412698412698,0.12698412698412698,False,0.0,1.0,1.0,25%-50%
2020-10-02,Afternoon,TAS,Kids,0.14285714285714285,0.14285714285714285,False,0.5,1.0,0.0,25%-50%
2020-10-02,Afternoon,TAS,Men,0.047619047619047616,0.047619047619047616,False,0.5,1.0,0.3333333333333333,0-25%
2020-10-02,Afternoon,TAS,Women,0.031746031746031744,0.031746031746031744,False,0.5,1.0,0.6666666666666666,0-25%
2020-10-02,Afternoon,TAS,Seniors,0.20634920634920634,0.20634920634920637,False,0.5,1.0,1.0,50%-75%
2020-10-02,Evening,TAS,Kids,0.14285714285714285,0.14285714285714285,False,1.0,1.0,0.0,25%-50%
2020-10-02,Evening,TAS,Men,0.06349206349206349,0.06349206349206349,False,1.0,1.0,0.3333333333333333,0-25%
2020-10-02,Evening,TAS,Women,0.19047619047619047,0.1904761904761905,False,1.0,1.0,0.6666666666666666,25%-50%
2020-10-02,Evening,TAS,Seniors,0.06349206349206349,0.06349206349206349,False,1.0,1.0,1.0,0-25%
2020-10-03,Morning,WA,Kids,0.20634920634920634,0.20634920634920637,False,0.0,0.0,0.0,50%-75%
2020-10-03,Morning,WA,Men,0.1746031746031746,0.1746031746031746,False,0.0,0.0,0.3333333333333333,25%-50%
2020-10-03,Morning,WA,Women,0.06349206349206349,0.06349206349206349,False,0.0,0.0,0.6666666666666666,0-25%
2020-10-03,Morning,WA,Seniors,0.015873015873015872,0.015873015873015872,False,0.0,0.0,1.0,0-25%
2020-10-03,Afternoon,WA,Kids,0.1111111111111111,0.1111111111111111,False,0.5,0.0,0.0,25%-50%
2020-10-03,Afternoon,WA,Men,0.12698412698412698,0.12698412698412698,False,0.5,0.0,0.3333333333333333,25%-50%
2020-10-03,Afternoon,WA,Women,0.07936507936507936,0.07936507936507937,False,0.5,0.0,0.6666666666666666,0-25%
2020-10-03,Afternoon,WA,Seniors,0.06349206349206349,0.06349206349206349,False,0.5,0.0,1.0,0-25%
2020-10-03,Evening,WA,Kids,0.015873015873015872,0.015873015873015872,False,1.0,0.0,0.0,0-25%
2020-10-03,Evening,WA,Men,0.031746031746031744,0.031746031746031744,False,1.0,0.0,0.3333333333333333,0-25%
2020-10-03,Evening,WA,Women,0.1746031746031746,0.1746031746031746,False,1.0,0.0,0.6666666666666666,25%-50%
2020-10-03,Evening,WA,Seniors,0.07936507936507936,0.07936507936507937,False,1.0,0.0,1.0,0-25%
2020-10-03,Morning,NT,Kids,0.09523809523809523,0.09523809523809523,False,0.0,0.16666666666666666,0.0,0-25%
2020-10-03,Morning,NT,Men,0.15873015873015872,0.15873015873015872,False,0.0,0.16666666666666666,0.3333333333333333,25%-50%
2020-10-03,Morning,NT,Women,0.14285714285714285,0.14285714285714285,False,0.0,0.16666666666666666,0.6666666666666666,25%-50%
2020-10-03,Morning,NT,Seniors,0.015873015873015872,0.015873015873015872,False,0.0,0.16666666666666666,1.0,0-25%
2020-10-03,Afternoon,NT,Kids,0.07936507936507936,0.07936507936507937,False,0.5,0.16666666666666666,0.0,0-25%
2020-10-03,Afternoon,NT,Men,0.14285714285714285,0.14285714285714285,False,0.5,0.16666666666666666,0.3333333333333333,25%-50%
2020-10-03,Afternoon,NT,Women,0.1111111111111111,0.1111111111111111,False,0.5,0.16666666666666666,0.6666666666666666,25%-50%
2020-10-03,Afternoon,NT,Seniors,0.015873015873015872,0.015873015873015872,False,0.5,0.16666666666666666,1.0,0-25%
2020-10-03,Evening,NT,Kids,0.14285714285714285,0.14285714285714285,False,1.0,0.16666666666666666,0.0,25%-50%
2020-10-03,Evening,NT,Men,0.07936507936507936,0.07936507936507937,False,1.0,0.16666666666666666,0.3333333333333333,0-25%
2020-10-03,Evening,NT,Women,0.1111111111111111,0.1111111111111111,False,1.0,0.16666666666666666,0.6666666666666666,25%-50%
2020-10-03,Evening,NT,Seniors,0.15873015873015872,0.15873015873015872,False,1.0,0.16666666666666666,1.0,25%-50%
2020-10-03,Morning,SA,Kids,0.2698412698412698,0.2698412698412698,False,0.0,0.3333333333333333,0.0,50%-75%
2020-10-03,Morning,SA,Men,0.31746031746031744,0.31746031746031744,False,0.0,0.3333333333333333,0.3333333333333333,50%-75%
2020-10-03,Morning,SA,Women,0.36507936507936506,0.36507936507936506,False,0.0,0.3333333333333333,0.6666666666666666,50%-75%
2020-10-03,Morning,SA,Seniors,0.5079365079365079,0.5079365079365079,False,0.0,0.3333333333333333,1.0,75%-100%
2020-10-03,Afternoon,SA,Kids,0.12698412698412698,0.12698412698412698,False,0.5,0.3333333333333333,0.0,25%-50%
2020-10-03,Afternoon,SA,Men,0.30158730158730157,0.30158730158730157,False,0.5,0.3333333333333333,0.3333333333333333,50%-75%
2020-10-03,Afternoon,SA,Women,0.14285714285714285,0.14285714285714285,False,0.5,0.3333333333333333,0.6666666666666666,25%-50%
2020-10-03,Afternoon,SA,Seniors,0.12698412698412698,0.12698412698412698,False,0.5,0.3333333333333333,1.0,25%-50%
2020-10-03,Evening,SA,Kids,0.4603174603174603,0.46031746031746035,False,1.0,0.3333333333333333,0.0,75%-100%
2020-10-03,Evening,SA,Men,0.4444444444444444,0.4444444444444445,False,1.0,0.3333333333333333,0.3333333333333333,75%-100%
2020-10-03,Evening,SA,Women,0.492063492063492,0.4920634920634921,False,1.0,0.3333333333333333,0.6666666666666666,75%-100%
2020-10-03,Evening,SA,Seniors,0.47619047619047616,0.47619047619047616,False,1.0,0.3333333333333333,1.0,75%-100%
2020-10-03,Morning,VIC,Kids,0.7619047619047619,0.7619047619047619,False,0.0,0.5,0.0,75%-100%
2020-10-03,Morning,VIC,Men,0.5238095238095238,0.5238095238095238,False,0.0,0.5,0.3333333333333333,75%-100%
2020-10-03,Morning,VIC,Women,0.7460317460317459,0.746031746031746,False,0.0,0.5,0.6666666666666666,75%-100%
2020-10-03,Morning,VIC,Seniors,0.6825396825396824,0.6825396825396826,False,0.0,0.5,1.0,75%-100%
2020-10-03,Afternoon,VIC,Kids,0.6349206349206349,0.6349206349206349,False,0.5,0.5,0.0,75%-100%
2020-10-03,Afternoon,VIC,Men,0.38095238095238093,0.38095238095238093,False,0.5,0.5,0.3333333333333333,50%-75%
2020-10-03,Afternoon,VIC,Women,0.6349206349206349,0.6349206349206349,False,0.5,0.5,0.6666666666666666,75%-100%
2020-10-03,Afternoon,VIC,Seniors,0.7142857142857143,0.7142857142857143,False,0.5,0.5,1.0,75%-100%
2020-10-03,Evening,VIC,Kids,0.5079365079365079,0.5079365079365079,False,1.0,0.5,0.0,75%-100%
2020-10-03,Evening,VIC,Men,0.5555555555555555,0.5555555555555556,False,1.0,0.5,0.3333333333333333,75%-100%
2020-10-03,Evening,VIC,Women,0.5873015873015873,0.5873015873015873,False,1.0,0.5,0.6666666666666666,75%-100%
2020-10-03,Evening,VIC,Seniors,0.5396825396825397,0.5396825396825397,False,1.0,0.5,1.0,75%-100%
2020-10-03,Morning,QLD,Kids,0.20634920634920634,0.20634920634920637,False,0.0,0.6666666666666666,0.0,50%-75%
2020-10-03,Morning,QLD,Men,0.15873015873015872,0.15873015873015872,False,0.0,0.6666666666666666,0.3333333333333333,25%-50%
2020-10-03,Morning,QLD,Women,0.2857142857142857,0.2857142857142857,False,0.0,0.6666666666666666,0.6666666666666666,50%-75%
2020-10-03,Morning,QLD,Seniors,0.23809523809523808,0.23809523809523808,False,0.0,0.6666666666666666,1.0,50%-75%
2020-10-03,Afternoon,QLD,Kids,0.07936507936507936,0.07936507936507937,False,0.5,0.6666666666666666,0.0,0-25%
2020-10-03,Afternoon,QLD,Men,0.2222222222222222,0.2222222222222222,False,0.5,0.6666666666666666,0.3333333333333333,50%-75%
2020-10-03,Afternoon,QLD,Women,0.23809523809523808,0.23809523809523808,False,0.5,0.6666666666666666,0.6666666666666666,50%-75%
